emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
EMD-21639,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Non-cognate Structure V-A2),3.6,6wdk,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.356,0.954,1
EMD-21625,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure II-C2),3.7,6wd6,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,E2QFJ4,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,E2QFJ4,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.345,0.943,1
EMD-21624,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure II-C1),3.6,6wd5,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A5B7PA13,A0A1X3LC97,A0A4P8C2I6,D7Z9G3,D7Z9F6,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,V6FZ95,U9YFU2,L3PZ69,A0A376HTV6,D7X302,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,P0ADY7,T6N332,S1CG62,P60438,A0A0H3GYM7,I2X1N4,D6I208,I2UH22,A0A069XRX8,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0,A0A073FNB4","D7XKZ6,A0A0E2L017,B7MGC4,A0A4P8C2I6,A0A1X3LC97,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,A0A0H3GYM7,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.362,0.95,1
EMD-21621,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure II-A),3.6,6wd2,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A5B7PA13,E0J6I2,D6I1Y5,D7Z9F6,D7Z9G3,A0A1X3KX08,I2X0X3,F4SQ43,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,I2XAW2,U9YFU2,L3PZ69,V6FZ95,A0A376HTV6,D7X302,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,I2X5R7,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0,A0A073FNB4","D7XKZ6,A0A0E2L017,B7MGC4,E0J6I2,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.366,0.956,1
EMD-21622,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure II-B1),3.6,6wd3,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A5B7PA13,A0A1X3LC97,A0A4P8C2I6,D7Z9G3,D7Z9F6,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,V6FZ95,U9YFU2,L3PZ69,A0A376HTV6,D7X302,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,A0A069XRX8,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0,A0A073FNB4","D7XKZ6,A0A0E2L017,B7MGC4,A0A4P8C2I6,A0A1X3LC97,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.363,0.957,1
EMD-4434,Large subunit of the human mitochondrial ribosome in complex with Virginiamycin M and Quinupristin,3.9,6i9r,"Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q9BQ48,Q13084,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9","Q9NRX2,Q7Z2W9,Q8IXM3,P09001,Q96DV4,Q9BYD1,Q9P015,Q5T653,Q9NX20,Q9P0M9,Q9NZE8,Q9NQ50,Q9BQ48,Q13084,Q9Y6G3,Q7Z7F7,Q9BYD3,Q96GC5,Q9NP92,O75394,A8K9D2,Q8TCC3,A8K7J6,Q9BYC8,Q13405,Q9BQC6,Q8TAE8,Q9H9J2,Q9BZE1,Q6P161,Q9NVS2,P49406,Q9NYK5,Q9H2W6,Q7Z7H8,Q6P1L8,Q9BRJ2,Q9P0J6,E7ESL0,Q96A35,Q16540,Q4U2R6,Q14197,Q9HD33,Q9BYD2,Q96EL3,Q8N983,Q8N5N7,Q9Y3B7,Q9BYC9",0.374,0.721,0.03
EMD-21640,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Non-cognate Structure V-B1),3.7,6wdl,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.348,0.956,1
EMD-21620,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure I-B),3.3,6wd1,"A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,P0A7W1,P0AG55,D7Z9G3,D7Z9F6,P0AG51,A0A1X3KX08,F4SQ43,P0A7L8,P0AG59,P0AG44,P0A7T7,P0A7N9,A0A080IK26,A0A037Y8L6,V6FZ95,L3PZ69,P0A7K6,P0A7J3,P0C018,A0A376HTV6,D7X302,P0A7N4,P60422,D8A1L7,D7ZET0,P0ADY7,T6N332,S1CG62,P60438,P0A7L3,P0A7M2,P0A7Q1,C3TPN2,D7XH79,D7XN21,P0A7R9,P68679,P0ADZ0,D7ZI15,B7MIU7,P0ADY3,S1D5F0,P0A7J7,P62399,D7Z9G0,A0A4Y8DMK0,P60624","A0A0E2L017,B7MGC4,P0A7W1,P0AG55,P0AG51,A0A1X3KX08,F4SQ43,P0A7L8,P0AG59,P0AG44,P0A7T7,P0A7N9,A0A080IK26,A0A037Y8L6,L3PZ69,P0A7K6,P0A7J3,P0C018,A0A376HTV6,P0A7N4,P60422,D8A1L7,P0ADY7,P60438,P0A7L3,P0A7M2,P0A7Q1,C3TPN2,D7XH79,D7XN21,P0A7R9,P68679,P0ADZ0,B7MIU7,P0ADY3,P0A7J7,P62399,A0A4Y8DMK0,P60624",0.354,0.938,1
EMD-21619,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure I-A),3,6wd0,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A5B7PA13,A0A1X3LC97,A0A4P8C2I6,D7Z9G3,D7Z9F6,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,V6FZ95,U9YFU2,L3PZ69,A0A376HTV6,D7X302,A0A222QU44,P60422,L3CCT0,D8A1L7,D7ZET0,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,A0A069XRX8,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0,A0A073FNB4","D7XKZ6,A0A0E2L017,B7MGC4,A0A4P8C2I6,A0A1X3LC97,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,A0A222QU44,P60422,L3CCT0,D8A1L7,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.46,0.968,1
EMD-21635,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure VI-B),3.3,6wdg,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.363,0.955,1
EMD-30215,Mature 50S ribosomal subunit from RrmJ knock out E.coli strain,3.14,7bv8,"P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7N9,P0A7K6,P0A7J3,P0C018,P0AA10,P0A7N4,P60422,P0A7Q6,P0ADY7,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7N9,P0A7K6,P0A7J3,P0C018,P0AA10,P0A7N4,P60422,P0A7Q6,P0ADY7,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.51,0.814,0.11
EMD-21632,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure V-A),3.2,6wdd,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.41,0.961,1
EMD-21633,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure V-B),3,6wde,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.44,0.969,1
EMD-21634,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure VI-A),3.3,6wdf,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.36,0.954,1
EMD-21638,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Non-cognate Structure V-A1),3.7,6wdj,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.343,0.955,1
EMD-21641,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading(Non-cognate Structure V-B2),3.6,6wdm,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.376,0.961,1
EMD-21856,50S ribosomal subunit without free 5S rRNA and perturbed PTC,3.1,6wnt,"P0A7M9,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7K6,P0A7J3,P0C018,P0AA10,P0A7L0,P0A7N4,P60422,P0A7Q6,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P0A7M9,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7K6,P0A7J3,P0C018,P0AA10,P0A7L0,P0A7N4,P60422,P0A7Q6,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.425,0.939,2.5
EMD-21857,70S ribosome without free 5S rRNA and with a perturbed PTC,3.5,6wnv,"P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.383,0.864,3
EMD-21858,Active 70S ribosome without free 5S rRNA and bound with A- and P- tRNA,3.2,6wnw,"P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7L0,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.43,0.926,2.5
