title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
Cryo-EM structure of the yeast B*-b2 complex at an average resolution of 3.7 angstrom,3.7,EMD-0692,6j6q,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P28320,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P28320,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Structure of the human U5.U4/U6 tri-snRNP at 2.9A resolution.,2.92,EMD-4658,6qw6,"P62310,Q15029,Q9Y4Y9,Q6P2Q9,Q9UK45,O94906,P62308,P62312,Q9BTD8,Q9Y4Z0,P62318,Q53GS9,P62304,P83876,P62316,Q96DI7,O75643,Q8WWY3,O43172,Q9Y333,Q9BUQ8,O95777,P14678,P62314,P62306,P55769,O43395,Q8WVK2,O43290","P62310,Q15029,Q9Y4Y9,Q6P2Q9,Q9UK45,O94906,P62308,P62312,Q9BTD8,Q9Y4Z0,P62318,Q53GS9,P62304,P83876,P62316,Q96DI7,O75643,Q8WWY3,O43172,Q9Y333,Q9BUQ8,O95777,P14678,P62314,P62306,P55769,O43395,Q8WVK2,O43290"
Structure of a human fully-assembled precatalytic spliceosome (pre-B complex).,3.28,EMD-4665,6qx9,"Q15459,P62310,P09661,Q15029,Q9Y4Y9,Q6P2Q9,Q9UK45,Q12874,Q13523,O94906,P62308,P62312,Q15427,Q9BTD8,Q7RTV0,P09012,Q9Y4Z0,P62318,Q53GS9,P62304,P83876,Q9BWJ5,Q96DI7,P62316,O75643,Q8WWY3,O43172,Q9Y333,P08579,Q9BUQ8,O75533,Q13435,O95777,P14678,P09234,P62314,P08621,P62306,Q15428,P55769,Q15393,O43395,Q8WVK2,O43290","Q15459,P62310,P09661,Q15029,Q9Y4Y9,Q6P2Q9,Q9UK45,Q12874,Q13523,O94906,P62308,P62312,Q15427,Q9BTD8,Q7RTV0,P09012,Q9Y4Z0,P62318,Q53GS9,P62304,P83876,Q9BWJ5,Q96DI7,P62316,O75643,Q8WWY3,O43172,Q9Y333,P08579,Q9BUQ8,O75533,Q13435,O95777,P14678,P09234,P62314,P08621,P62306,Q15428,P55769,Q15393,O43395,Q8WVK2,O43290"
Cryo-EM structure of Lsg1-engaged (LE) pre-60S ribosomal subunit,3.8,EMD-0373,6n8n,"P87262,P05744,P0CH08,Q02256,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,P0CX53,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,Q02326,P0CX84","P87262,P05744,P0CH08,Q02256,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,P0CX53,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P0CX49,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,Q02326,P0CX84"
Cryo-EM structure of pre-Lsg1 (PL) pre-60S ribosomal subunit,3.5,EMD-0372,6n8m,"P87262,P05744,P0CH08,Q02256,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q02326,P26784,P0CX53,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,Q02256,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q02326,P26784,P0CX53,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Cryo-EM structure of a human post-catalytic spliceosome (P complex) at 3.0 angstrom,3.0,EMD-9645,6icz,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,O95391,Q9P013,Q66K91,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q96DI7,Q9HCS7,Q9HCG8,P62316,O75643,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P62314,P62306,O95926,Q13573,P38919,Q96A72,Q9UQ35,O60508,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,O95391,Q9P013,Q66K91,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q96DI7,Q9HCS7,Q9HCG8,P62316,O75643,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P62314,P62306,O95926,Q13573,P38919,Q96A72,O60508,Q9BZJ0"
Cryo-EM structure of a human intron lariat spliceosome prior to Prp43 loaded (ILS1 complex) at 2.9 angstrom resolution,2.9,EMD-9646,6id0,"O75934,Q9NW64,P09661,Q2TBE0,Q15029,Q6P2Q9,Q9P013,Q66K91,P62308,Q99459,P41223,P62318,P62304,O60306,Q9UMS4,Q96DI7,Q9HCS7,P62316,O43660,Q9Y3C6,P08579,Q9UNP9,P62314,P62306,O95926,Q13573,O60508,Q9BZJ0","O75934,Q9NW64,P09661,Q2TBE0,Q15029,Q6P2Q9,Q9P013,Q66K91,P62308,Q99459,P41223,P62318,P62304,O60306,Q9UMS4,Q96DI7,Q9HCS7,P62316,O43660,Q9Y3C6,P08579,Q9UNP9,P62314,P62306,O95926,Q13573,O60508,Q9BZJ0"
Cryo-EM structure of early cytoplasmic-late (ECL) pre-60S ribosomal subunit,3.6,EMD-0371,6n8l,"P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Cryo-EM structure of early cytoplasmic-immediate (ECI) pre-60S ribosomal subunit,3.6,EMD-0370,6n8k,"P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P05737,P26321,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P38861,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Cryo-EM structure of the mRNA translating and degrading yeast 80S ribosome-Xrn1 nuclease complex,3.1,EMD-4474,6q8y,"P87262,P41057,P05756,P48589,P0CX31,P0CX47,P05744,P0CH08,P0C2H8,Q3E757,P14126,P38701,P07280,P02406,P32905,Q01855,P0CX51,P14120,P0CX35,Q12690,P0C0V8,P38011,P05750,P49166,P0C0W1,P10664,P39939,A0A1L4AA68,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,Q02326,P26784,P05738,P05759,P22147,P0CX82,P0CX39,P0CX45,P49167,P26786,Q08745,P02407,P05748,P33442,P04449,P05747,P0CX33,P05745,Q02753,P0CX55,P0CX41,P0C2H6,P17076,P0CX25,P05740,P39516,P0CX29,P35997,P0CX23,P25443,P04456,P0CX27,P04650,P05743,P0CX87,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,P48589,P0CX31,P0CX47,P05744,P0CH08,P0C2H8,Q3E757,P14126,P38701,P07280,P02406,P32905,Q01855,P0CX51,P14120,P0CX35,Q12690,P0C0V8,P38011,P05750,P49166,P0C0W1,P10664,P39939,A0A1L4AA68,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,Q02326,P26784,P05738,P05759,P22147,P0CX82,P0CX39,P0CX45,P49167,P26786,Q08745,P02407,P05748,P33442,P04449,P05747,P0CX33,P05745,Q02753,P0CX55,P0CX41,P0C2H6,P17076,P0CX25,P05740,P39516,P0CX29,P35997,P0CX23,P25443,P04456,P0CX27,P04650,P05743,P0CX87,O13516,P38061,P0CX49,P0CX84"
Cryo-EM structure of late nuclear (LN) pre-60S ribosomal subunit,3.5,EMD-0369,6n8j,"P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,P0CX53,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P40078,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84","P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,P0CX53,Q07915,P26784,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,Q08004,P05748,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P40078,P0CX27,P04650,P05743,P38061,P38202,Q02326,P0CX84"
Cryo-EM structure of a human intron lariat spliceosome after Prp43 loaded (ILS2 complex) at 2.9 angstrom resolution,2.86,EMD-9647,6id1,"O75934,Q9NW64,P09661,Q2TBE0,Q15029,Q6P2Q9,O43143,Q9P013,Q66K91,P62308,Q99459,P41223,P62318,P62304,O60306,Q9UMS4,Q96DI7,P62316,Q9HCS7,O43660,Q9Y3C6,P08579,Q9UNP9,P62314,P62306,O95926,Q13573,O60508,Q9BZJ0","O75934,Q9NW64,P09661,Q2TBE0,Q15029,Q6P2Q9,O43143,Q9P013,Q66K91,P62308,Q99459,P41223,P62318,P62304,O60306,Q9UMS4,Q96DI7,P62316,Q9HCS7,O43660,Q9Y3C6,P08579,Q9UNP9,P62314,P62306,O95926,Q13573,O60508,Q9BZJ0"
"Human post-catalytic spliceosome (P complex) stalled with DHX8 K594A mutant, overall map",3.3,EMD-4525,6qdv,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q8N5F7,O95391,Q9P013,P62308,P41223,Q99459,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q96DI7,Q9HCS7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9Y5S9,P14678,P62306,P62314,O95926,Q13573,P38919,Q96A72,Q8WUQ7,Q6IQ49,Q9UQ35,O60508,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q8N5F7,O95391,Q9P013,P62308,P41223,Q99459,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q96DI7,Q9HCS7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9Y5S9,P14678,P62306,P62314,O95926,Q13573,P38919,Q96A72,Q8WUQ7,Q6IQ49,O60508,Q9BZJ0"
The Cryo-EM Structure of Human Pre-catalytic Spliceosome (B complex) at 3.8 angstrom resolution,3.8,EMD-9624,6ahd,"Q15459,P62310,P09661,Q15029,Q2TAY7,Q6P2Q9,Q9Y4Y9,Q12874,Q9UK45,Q9Y3B4,O94906,P62308,P62312,Q15427,P55081,Q7RTV0,Q8NAV1,Q9Y4Z0,P62318,P62304,P83876,Q9BWJ5,P62316,Q96DI7,O75643,Q8WWY3,O75554,Q9BZL1,O43172,P08579,Q9Y333,O75533,O95777,Q13435,P14678,P62314,P62306,P55769,O43447,Q15428,Q15393,O43395,Q96NC0,O43290","Q15459,P62310,P09661,Q15029,Q2TAY7,Q6P2Q9,Q9Y4Y9,Q12874,Q9UK45,Q9Y3B4,O94906,P62308,P62312,Q15427,P55081,Q7RTV0,Q8NAV1,Q9Y4Z0,P62318,P62304,P83876,Q9BWJ5,P62316,Q96DI7,O75643,Q8WWY3,O75554,Q9BZL1,O43172,P08579,Q9Y333,O75533,O95777,Q13435,P14678,P62314,P62306,P55769,O43447,Q15428,Q15393,O43395,Q96NC0,O43290"
human Bact spliceosome core structure,3.4,EMD-4255,6ff4,"Q9NW64,Q9BRD0,Q15029,Q6P2Q9,Q9Y3B4,Q9Y388,Q9P013,Q8IYB3,O15541,Q99459,P41223,Q7RTV0,Q9BWJ5,O43660,Q9Y3C6,O75533,Q13435,Q15428,Q6UX04,Q15393,Q13573,Q9UQ35,O60508,Q9BZJ0","Q9NW64,Q9BRD0,Q15029,Q6P2Q9,Q9Y3B4,Q9Y388,Q9P013,Q8IYB3,O15541,Q99459,P41223,Q7RTV0,Q9BWJ5,O43660,Q9Y3C6,O75533,Q13435,Q15428,Q6UX04,Q15393,Q13573,O60508,Q9BZJ0"
Cryo-EM structure of the yeast pre-B complex at an average resolution of 3.4~4.6 angstrom (tri-snRNP and U2 snRNP Part),3.4,EMD-6972,5zwm,"P39990,P57743,Q04693,Q12330,P49704,P53905,P32639,P19736,P20053,P40565,P0C074,Q06835,P54999,Q99181,Q07930,P40089,P19735,P46947,Q06406,P40567,P33334,P40070,P32524,P47093,Q06819,Q03338,P40018,P38203,P49955,P36048,Q06217,P43321,Q07350,P40204,Q12420,Q02260,Q08963,Q02554","P39990,P57743,Q04693,Q12330,P49704,P53905,P32639,P19736,P20053,P40565,P0C074,Q06835,P54999,Q99181,Q07930,P40089,P19735,P46947,Q06406,P40567,P33334,P40070,P32524,P47093,Q06819,Q03338,P40018,P38203,P49955,P36048,Q06217,P43321,Q07350,P40204,Q12420,Q02260,Q08963,Q02554"
Cryo-EM structure of the yeast B complex at average resolution of 3.9 angstrom,3.9,EMD-6974,5zwo,"P39990,P57743,Q04693,Q12330,P49704,P53905,P32639,P19736,P20053,P40565,Q12368,P0C074,Q06835,Q00723,P54999,Q99181,Q07930,P38282,P40089,P19735,P46947,Q06406,P40567,P33334,P40070,P32524,P47093,Q06819,Q03338,P40018,P38203,P49955,P36048,Q06217,P43321,Q07350,P40204,Q12420,Q02260,Q08963,Q02554","P39990,P57743,Q04693,Q12330,P49704,P53905,P32639,P19736,P20053,P40565,Q12368,P0C074,Q06835,Q00723,P54999,Q99181,Q07930,P38282,P40089,P19735,P46947,Q06406,P40567,P33334,P40070,P32524,P47093,Q06819,Q03338,P40018,P38203,P49955,P36048,Q06217,P43321,Q07350,P40204,Q12420,Q02260,Q08963,Q02554"
Cryo-EM structure of the yeast pre-B complex at an average resolution of 3.3 angstrom (Part II: U1 snRNP region),3.4,EMD-6973,5zwn,"Q03776,Q06217,Q00539,P43321,P23394,P40204,Q07508,Q05900,Q02260,P32605,Q12330,P39682,P54999,P53207,Q00916,P40018,Q03782","Q03776,Q06217,Q00539,P43321,P23394,P40204,Q07508,Q05900,Q02260,P32605,Q12330,P39682,P54999,P53207,Q00916,P40018,Q03782"
Prespliceosome structure provides insight into spliceosome assembly and regulation (map A2),4.0,EMD-4364,6g90,"Q04693,Q12330,P19736,Q07508,Q00539,P0C074,Q06835,P32605,P54999,Q99181,Q03776,P40567,Q05900,P32524,P39682,P53207,Q00916,P40018,P49955,Q06217,Q07350,P43321,P40204,Q02260,Q08963,Q02554,Q03782","Q04693,Q12330,P19736,Q07508,Q00539,P0C074,Q06835,P32605,P54999,Q99181,Q03776,P40567,Q05900,P32524,P39682,P53207,Q00916,P40018,P49955,Q06217,Q07350,P43321,P40204,Q02260,Q08963,Q02554,Q03782"
Cryo-EM structure of the intron-lariat spliceosome ready for disassembly from S.cerevisiae at 3.5 angstrom,3.46,EMD-6817,5y88,"Q06091,P40968,Q03772,Q06411,P32523,Q12330,P28004,Q04048,Q12309,P38241,Q12046,P54999,P52868,P40567,P33334,P53131,P40018,P53277,Q12417,P28320,P36048,Q06217,P25337,P36118,P40204,P43321,Q02260,Q03654,Q08963","Q06091,P40968,Q03772,Q06411,P32523,Q12330,P28004,Q04048,Q12309,P38241,Q12046,P54999,P52868,P40567,P33334,P53131,P40018,P53277,Q12417,P28320,P36048,Q06217,P25337,P36118,P40204,P43321,Q02260,Q03654,Q08963"
Cryo-EM Structure of the Post-catalytic Spliceosome from Saccharomyces cerevisiae at 3.6 angstrom,3.6,EMD-6839,5ylz,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Human nuclear exosome-MTR4 RNA complex - composite map after focused reconstruction,3.45,EMD-7809,6d6r,"Q9NPD3,Q15024,Q9Y3B2,Q96B26,Q9NQT5,Q13868,Q01780,Q06265,P42285,Q9Y2L1,Q9NQT4,Q99547,Q5RKV6","Q9NPD3,Q15024,Q9Y3B2,Q96B26,Q9NQT5,Q13868,Q01780,Q06265,P42285,Q9Y2L1,Q9NQT4,Q99547,Q5RKV6"
Human nuclear exosome-MTR4 RNA complex - overall reconstruction,3.45,EMD-7808,6d6q,"Q9NPD3,Q15024,Q9Y3B2,Q96B26,Q9NQT5,Q13868,Q01780,Q06265,P42285,Q9Y2L1,Q9NQT4,Q99547,Q5RKV6","Q9NPD3,Q15024,Q9Y3B2,Q96B26,Q9NQT5,Q13868,Q01780,Q06265,P42285,Q9Y2L1,Q9NQT4,Q99547,Q5RKV6"
Structure of the Nop53 pre-60S particle bound to the exosome nuclear cofactors,3.9,EMD-4302,6ft6,"P87262,P25382,P53261,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,P38801,Q12690,P49166,Q03862,P10664,P53742,P47047,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,Q12149,P0CX45,P49167,Q08004,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84","P87262,P25382,P53261,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,P38801,Q12690,P49166,Q03862,P10664,P53742,P47047,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,Q12149,P0CX45,P49167,Q08004,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84"
SF3b spliceosomal complex bound to E7107,3.95,EMD-6915,5zya,"Q7RTV0,Q9BWJ5,Q15393,O75533","Q7RTV0,Q9BWJ5,Q15393,O75533"
S. cerevisiae spliceosomal post-catalytic P complex,3.3,EMD-7109,6bk8,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Post-catalytic P complex spliceosome with 3' splice site docked,3.7,EMD-3979,6exn,"Q06091,Q03772,P32523,P53333,Q12330,P28004,Q04048,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,Q03772,P32523,P53333,Q12330,P28004,Q04048,P38241,Q02775,Q12046,P54999,P40567,P33334,P24384,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Cryo-EM structure of the 90S pre-ribosome from Chaetomium thermophilum,3.2,EMD-3847,5oql,"G0RY17,G0RYF6,G0SF00,G0SFL1,G0RY45,G0S1Z0,G0S9M9,G0S387,G0S8C4,G0SHI0,G0S8Y4,G0S7T8,G0S4E3,G0S4H3,G0SG95,G0S7X0,G0SAY9,G0S0B1,G0RZM9,P0CU28,G0RZ99,G0SG51,G0S3T2,G0S0Z4,G0RY43,G0RY94,G0S445,G0S1A6,G0SBR7,G0S9I7,G0S3V7,G0S2U4,G0SE90,G0SE30,G0SCT7,G0SF93,G0SF32,G0S273,G0SGM0,G0SDW0,G0S5L1,G0S5F1,G0SGY2,G0SBN9,G0S872,G0RZL9,G0SEI5,G0SDL4,G0SCS8","G0RY17,G0RYF6,G0SF00,G0SFL1,G0RY45,G0S1Z0,G0S9M9,G0S387,G0S8C4,G0SHI0,G0S8Y4,G0S7T8,G0S4E3,G0S4H3,G0SG95,G0S7X0,G0SAY9,G0S0B1,G0RZM9,P0CU28,G0RZ99,G0SG51,G0S3T2,G0S0Z4,G0RY43,G0RY94,G0S445,G0S1A6,G0SBR7,G0S9I7,G0S3V7,G0S2U4,G0SE90,G0SE30,G0SCT7,G0SF93,G0SF32,G0S273,G0SGM0,G0SDW0,G0S5F1,G0SGY2,G0SBN9,G0S872,G0RZL9,G0SEI5,G0SDL4,G0SCS8"
The complete structure of the small subunit processome,3.8,EMD-8859,5wlc,"P39990,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,P36144,P53276,Q12035,Q06679,Q05022,Q08096,P25635,Q12460,P40055,P0CX51,P0CY39,Q06512,P0CX35,P53941,Q08965,E9P9B2,P0C0W1,Q04305,Q12499,A0A1L4AA68,Q3E7X9,P42945,P38882,Q05498,P0CX37,P0CX39,P06367,Q06287,B5VM59,P40362,P26786,Q12220,P53914,Q12136,Q99216,Q08492,P32899,P25368,P0CX55,Q99207,P38333,Q05946,Q06078,P40546,Q04500,B3LU25,P15646,P53254,P40079,O13516,P48234,P33750","P39990,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,P36144,P53276,Q12035,Q06679,Q05022,Q08096,P25635,Q12460,P40055,P0CX51,P0CY39,Q06512,P0CX35,P53941,Q08965,E9P9B2,P0C0W1,Q04305,Q12499,A0A1L4AA68,Q3E7X9,P42945,P38882,Q05498,P0CX37,P0CX39,P06367,Q06287,B5VM59,P40362,P26786,Q12220,P53914,Q12136,Q99216,Q08492,P32899,P25368,P0CX55,Q99207,P38333,Q05946,Q06078,P40546,Q04500,B3LU25,P15646,P53254,P40079,O13516,P48234,P33750"
Cryo-EM structure of the human spliceosome  just prior to exon ligation at 3.6 angstrom,3.6,EMD-6721,5xjc,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,O95391,Q9P013,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q96A72,Q9UQ35,O60508,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,O95391,Q9P013,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q96A72,O60508,Q9BZJ0"
"Nmd3 is a structural mimic of eIF5A, and activates the cpGTPase Lsg1 during 60S ribosome biogenesis: 60S-Nmd3-Tif6-Lsg1 Complex",3.1,EMD-8362,5t62,"P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Cryo-EM structure of the Catalytic Step II spliceosome (C* complex) at 4.0 angstrom resolution,4.0,EMD-6684,5wsg,,
Structure of a spliceosome remodeled for exon ligation,3.85,EMD-3539,5mps,"P40968,Q03772,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P33334,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q03375","P40968,Q03772,P53333,Q12330,P28004,Q04048,Q12309,P38241,Q02775,Q12046,P54999,P33334,P40018,P53277,Q12417,P36048,P33411,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q03375"
